player,player_season_group,market_value_eur,age,season_start_year,matches_played,minutes_played,minutes_per_match,average_rating,pass_accuracy_percent,long_ball_accuracy_percent,cross_accuracy_percent,goal_contributions_per90,shot_accuracy,goals_per_shot,goals_per90,assists_per90,total_shots_per90,shots_on_target_per90,big_chances_missed_per90,key_passes_per90,big_chances_created_per90,successful_dribbles_per90,accurate_passes_per90,accurate_long_balls_per90,accurate_crosses_per90,clearances_per90,yellow_cards_per90,red_cards_per90,errors_leading_to_goal_per90,dribbled_past_per90,tackles_per90,interceptions_per90,blocked_shots_per90,aerial_duels_won_per90,nationality,position,league,competition_category
Antoine Semenyo,Antoine Semenyo__22/23,3000000,22,2022,23,1245,54.130434782608695,6.82,70.5,38.5,9.1,0.6506024096385542,0.42105263157894735,0.15789473684210525,0.43373493975903615,0.21686746987951808,2.746987951807229,1.1566265060240963,0.21686746987951808,0.7228915662650602,0.3614457831325301,1.5903614457831325,14.168674698795181,0.3614457831325301,0.14457831325301204,0.07228915662650602,0.3614457831325301,0.0,0.0,0.2891566265060241,0.5783132530120482,0.3614457831325301,0.3614457831325301,3.253012048192771,GHA,Midfielder,Championship,Domestic leagues
Antoine Semenyo,Antoine Semenyo__21/22,1200000,21,2021,31,2131,68.74193548387096,7.03,73.0,45.5,19.4,0.8446738620366026,0.38571428571428573,0.11428571428571428,0.337869544814641,0.5068043172219615,2.956358517128109,1.1403097137494134,0.337869544814641,1.3937118723603943,0.337869544814641,1.6048803378695449,15.753167526982637,0.4223369310183013,0.29563585171281087,0.0,0.337869544814641,0.0,0.0,0.9291412482402628,1.1825434068512435,0.21116846550915064,0.675739089629282,1.8160488033786955,GHA,Midfielder,Championship,Domestic leagues
Antoine Semenyo,Antoine Semenyo__20/21,1300000,20,2020,44,2442,55.5,6.68,73.9,32.1,20.0,0.22113022113022113,0.2608695652173913,0.043478260869565216,0.07371007371007371,0.14742014742014742,1.6953316953316953,0.44226044226044225,0.11056511056511056,0.773955773955774,0.18427518427518427,1.769041769041769,15.995085995085995,0.3316953316953317,0.257985257985258,0.11056511056511056,0.07371007371007371,0.0,0.0,1.4742014742014742,2.027027027027027,0.773955773955774,0.3316953316953317,1.7321867321867321,GHA,Midfielder,Championship,Domestic leagues
Antoine Semenyo,Antoine Semenyo__19/20,450000,19,2019,9,304,33.77777777777778,6.52,69.1,33.3,,0.0,0.5,0.0,0.0,0.0,2.3684210526315788,1.1842105263157894,0.29605263157894735,0.5921052631578947,0.0,0.5921052631578947,13.914473684210526,0.29605263157894735,,0.0,0.0,0.0,0.0,1.480263157894737,0.8881578947368421,0.29605263157894735,0.5921052631578947,2.664473684210526,GHA,Midfielder,Championship,Domestic leagues
Antoine Semenyo,Antoine Semenyo__19/20,500000,19,2019,7,184,26.285714285714285,6.56,75.0,66.7,,0.0,0.0,0.0,0.0,0.0,0.9782608695652174,0.0,0.0,1.4673913043478262,0.4891304347826087,2.4456521739130435,16.141304347826086,0.9782608695652174,0.0,0.0,0.4891304347826087,0.0,0.0,0.9782608695652174,2.9347826086956523,0.4891304347826087,0.9782608695652174,1.9565217391304348,GHA,Midfielder,League One,Domestic leagues
Axel Tuanzebe,Axel Tuanzebe__21/22,6000000,24,2021,9,517,57.44444444444444,6.54,86.3,41.7,,0.0,0.5,0.0,0.0,0.0,0.3481624758220503,0.17408123791102514,0.0,0.0,0.0,0.0,36.03481624758221,1.7408123791102514,0.0,0.17408123791102514,0.17408123791102514,0.0,0.0,0.5222437137330754,0.8704061895551257,0.8704061895551257,0.17408123791102514,2.263056092843327,COD,Defender,Premier League,Domestic leagues
Axel Tuanzebe,Axel Tuanzebe__20/21,8000000,23,2020,9,402,44.666666666666664,6.77,88.6,68.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,52.16417910447761,3.8059701492537314,,0.0,0.44776119402985076,0.0,0.0,0.22388059701492538,2.91044776119403,0.6716417910447762,,1.3432835820895523,COD,Defender,Premier League,Domestic leagues
Axel Tuanzebe,Axel Tuanzebe__19/20,8000000,22,2019,5,193,38.6,6.13,88.2,44.4,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,55.95854922279793,1.8652849740932642,0.0,0.0,0.0,0.0,0.46632124352331605,0.46632124352331605,0.9326424870466321,2.33160621761658,,1.3989637305699483,COD,Defender,Premier League,Domestic leagues
Axel Tuanzebe,Axel Tuanzebe__17/18,1500000,20,2017,1,1,1.0,,91.6,28.6,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,11790.0,180.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,COD,Defender,Premier League,Domestic leagues
Axel Tuanzebe,Axel Tuanzebe__16/17,1000000,19,2016,4,305,76.25,6.7,,,,0.0,0.0,0.0,0.0,0.0,0.5901639344262295,0.0,0.0,0.29508196721311475,0.0,0.29508196721311475,,,,0.29508196721311475,0.0,0.0,0.0,1.180327868852459,2.6557377049180326,2.0655737704918034,0.29508196721311475,0.5901639344262295,COD,Defender,Premier League,Domestic leagues
Axel Tuanzebe,Axel Tuanzebe__22/23,3500000,25,2022,4,254,63.5,6.9,90.1,66.7,,0.0,0.0,0.0,0.0,0.0,0.3543307086614173,0.0,0.0,0.3543307086614173,0.0,0.3543307086614173,48.54330708661417,4.960629921259843,,0.3543307086614173,0.3543307086614173,0.0,0.0,0.7086614173228346,1.7716535433070866,0.3543307086614173,0.0,2.125984251968504,COD,Defender,Championship,Domestic leagues
Axel Tuanzebe,Axel Tuanzebe__18/19,5000000,21,2018,28,2395,85.53571428571429,6.79,84.5,42.0,8.3,0.037578288100208766,0.25,0.0,0.0,0.037578288100208766,0.30062630480167013,0.07515657620041753,0.0,0.2254697286012526,0.0,0.48851774530271397,42.35073068893528,2.5553235908141962,0.037578288100208766,0.15031315240083507,0.0,0.0,0.0,0.2254697286012526,1.2025052192066805,0.9770354906054279,0.037578288100208766,3.3444676409185803,COD,Defender,Championship,Domestic leagues
Axel Tuanzebe,Axel Tuanzebe__17/18,1500000,20,2017,5,300,60.0,6.74,73.5,29.2,,0.0,,,0.0,0.0,,,0.0,0.6,0.0,0.6,34.2,2.1,0.0,0.0,0.0,0.0,0.0,1.8,4.8,0.6,,5.1,COD,Defender,Championship,Domestic leagues
Axel Tuanzebe,Axel Tuanzebe__21/22,7000000,24,2021,1,10,10.0,6.7,100.0,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,36.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,COD,Defender,Serie A,Domestic leagues
Axel Tuanzebe,Axel Tuanzebe__20/21,8000000,23,2020,3,143,47.666666666666664,7.07,92.9,50.0,,0.0,,,0.0,0.0,,,0.0,0.6293706293706294,0.0,0.0,49.72027972027972,2.5174825174825175,,0.6293706293706294,0.0,0.0,0.0,1.2587412587412588,1.8881118881118881,1.2587412587412588,,1.2587412587412588,COD,Defender,UEFA Europa League,International competitions
Axel Tuanzebe,Axel Tuanzebe__19/20,8000000,22,2019,3,270,90.0,7.2,91.5,53.8,,0.0,,,0.0,0.0,,,0.0,0.3333333333333333,0.3333333333333333,1.0,79.33333333333333,2.3333333333333335,,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,,4.666666666666667,COD,Defender,UEFA Europa League,International competitions
Axel Tuanzebe,Axel Tuanzebe__20/21,8000000,23,2020,5,202,40.4,6.54,88.6,62.5,,0.0,0.0,0.0,0.0,0.0,0.44554455445544555,0.0,0.0,0.0,0.0,0.44554455445544555,31.18811881188119,2.227722772277228,,0.0,1.3366336633663367,0.0,0.0,0.44554455445544555,2.227722772277228,0.8910891089108911,0.44554455445544555,1.3366336633663367,COD,Defender,UEFA Champions League,International competitions
Axel Tuanzebe,Axel Tuanzebe__17/18,1500000,20,2017,1,18,18.0,7.0,81.8,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,10.0,45.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,,,COD,Defender,UEFA Champions League,International competitions
Baleba Carlos,Baleba Carlos__24/25,35000000,20,2024,34,2670,78.52941176470588,6.99,87.9,58.0,33.3,0.1348314606741573,0.25,0.06818181818181818,0.10112359550561797,0.033707865168539325,1.4831460674157304,0.3707865168539326,0.10112359550561797,0.7415730337078652,0.10112359550561797,1.1123595505617978,38.52808988764045,2.191011235955056,0.10112359550561797,0.1348314606741573,0.23595505617977527,0.033707865168539325,0.0,1.0786516853932584,2.662921348314607,1.550561797752809,0.6067415730337079,1.3146067415730338,CMR,Midfielder,Premier League,Domestic leagues
Baleba Carlos,Baleba Carlos__23/24,20000000,19,2023,27,1362,50.44444444444444,6.72,92.2,62.1,,0.0,0.23809523809523808,0.0,0.0,0.0,1.3876651982378854,0.3303964757709251,0.0,0.5286343612334802,0.06607929515418502,0.7268722466960352,47.11453744493392,1.1894273127753303,,0.13215859030837004,0.46255506607929514,0.0,0.13215859030837004,1.5198237885462555,2.643171806167401,1.1894273127753303,0.3964757709251101,1.6519823788546255,CMR,Midfielder,Premier League,Domestic leagues
Baleba Carlos,Baleba Carlos__23/24,5000000,19,2023,2,62,31.0,6.8,86.7,33.3,,0.0,0.5,0.0,0.0,0.0,2.903225806451613,1.4516129032258065,0.0,0.0,0.0,0.0,56.61290322580645,1.4516129032258065,,0.0,0.0,0.0,0.0,1.4516129032258065,8.709677419354838,2.903225806451613,1.4516129032258065,,CMR,Midfielder,Ligue 1,Domestic leagues
Baleba Carlos,Baleba Carlos__22/23,800000,18,2022,19,494,26.0,6.59,83.6,75.8,,0.0,0.16666666666666666,0.0,0.0,0.0,2.1862348178137654,0.3643724696356275,0.0,0.3643724696356275,0.0,2.7327935222672064,45.364372469635626,4.554655870445344,0.0,0.0,0.5465587044534413,0.18218623481781376,0.0,0.9109311740890689,2.3684210526315788,0.18218623481781376,0.728744939271255,1.2753036437246963,CMR,Midfielder,Ligue 1,Domestic leagues
Baleba Carlos,Baleba Carlos__23/24,20000000,19,2023,6,68,11.333333333333334,6.6,90.2,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,2.6470588235294117,72.79411764705883,,,0.0,0.0,0.0,0.0,0.0,2.6470588235294117,1.3235294117647058,,1.3235294117647058,CMR,Midfielder,UEFA Europa League,International competitions
Beto,Beto__23/24,22000000,25,2023,30,973,32.43333333333333,6.73,61.5,75.0,,0.2774922918807811,0.3023255813953488,0.06976744186046512,0.2774922918807811,0.0,3.9773895169578624,1.2024665981500513,0.7399794450154162,1.0174717368961974,0.2774922918807811,1.3874614594039054,9.897225077081192,0.5549845837615622,0.0,0.0,0.18499486125385406,0.0,0.0,0.7399794450154162,1.2949640287769784,0.09249743062692703,0.3699897225077081,4.34737923946557,GBS,Forward,Premier League,Domestic leagues
Beto,Beto__23/24,25000000,25,2023,1,74,74.0,6.9,90.9,,,0.0,,,0.0,0.0,,,0.0,7.297297297297297,0.0,2.4324324324324325,12.162162162162161,,,0.0,0.0,0.0,0.0,0.0,1.2162162162162162,0.0,,,GBS,Forward,Serie A,Domestic leagues
Beto,Beto__22/23,13000000,24,2022,33,2132,64.60606060606061,6.78,65.7,60.0,,0.4643527204502814,0.36065573770491804,0.16393442622950818,0.42213883677298314,0.04221388367729831,2.575046904315197,0.9287054409005628,0.2954971857410882,0.9709193245778611,0.16885553470919323,1.3508442776735459,8.02063789868668,0.25328330206378985,0.0,0.08442776735459662,0.08442776735459662,0.0,0.0,0.5487804878048781,0.6754221388367729,0.25328330206378985,0.6332082551594747,2.99718574108818,GBS,Forward,Serie A,Domestic leagues
Beto,Beto__21/22,10000000,23,2021,28,2175,77.67857142857143,6.81,68.7,80.0,50.0,0.45517241379310347,0.40625,0.171875,0.45517241379310347,0.0,2.6482758620689655,1.0758620689655172,0.496551724137931,0.8275862068965517,0.08275862068965517,1.6551724137931034,10.096551724137932,0.3310344827586207,0.041379310344827586,0.08275862068965517,0.041379310344827586,0.0,0.0,0.41379310344827586,0.8689655172413793,0.20689655172413793,0.5793103448275863,3.0206896551724136,GBS,Forward,Serie A,Domestic leagues
Beto,Beto__21/22,5000000,23,2021,3,268,89.33333333333333,7.2,66.7,100.0,33.3,0.6716417910447762,0.5714285714285714,0.2857142857142857,0.6716417910447762,0.0,2.3507462686567164,1.3432835820895523,0.0,0.3358208955223881,0.0,0.6716417910447762,8.059701492537313,0.3358208955223881,0.3358208955223881,0.0,0.3358208955223881,0.0,0.0,0.6716417910447762,0.0,0.0,0.0,3.3582089552238807,GBS,Forward,Liga Portugal Betclic,Domestic leagues
Beto,Beto__20/21,450000,22,2020,30,1961,65.36666666666666,7.03,64.7,63.6,,0.5966343702192759,0.5081967213114754,0.18032786885245902,0.5048444671086181,0.09178990311065782,2.7995920448750637,1.4227434982151963,0.4589495155532891,0.7802141764405915,0.09178990311065782,1.2391636919938807,9.6838347781744,0.3212646608873024,0.0,0.0,0.22947475777664456,0.0,0.0,0.5966343702192759,0.6884242733299337,0.09178990311065782,0.3671596124426313,3.4880163182049975,GBS,Forward,Liga Portugal Betclic,Domestic leagues
Beto,Beto__19/20,200000,21,2019,11,174,15.818181818181818,6.44,60.0,,,0.0,0.3333333333333333,0.0,0.0,0.0,1.5517241379310345,0.5172413793103449,0.0,1.0344827586206897,0.0,0.5172413793103449,7.758620689655173,,0.0,0.0,0.5172413793103449,0.0,0.0,0.0,0.5172413793103449,0.0,0.5172413793103449,4.137931034482759,GBS,Forward,Liga Portugal Betclic,Domestic leagues
Bilal El Khannouss,Bilal El Khannouss__24/25,28000000,20,2024,32,2203,68.84375,6.91,80.3,68.7,20.2,0.20426690876078074,0.23333333333333334,0.06666666666666667,0.0817067635043123,0.12256014525646845,1.2256014525646846,0.28597367226509307,0.0,1.7158420335905584,0.3268270540172492,1.389014979573309,31.334543803903767,2.3286427598729005,0.7353608715388107,0.04085338175215615,0.1634135270086246,0.0,0.0,0.6128007262823423,2.0426690876078077,0.2451202905129369,0.4493871992737177,0.7762142532909668,MAR,Midfielder,Premier League,Domestic leagues
Bilal El Khannouss,Bilal El Khannouss__24/25,30000000,20,2024,1,69,69.0,7.4,73.2,,50.0,1.3043478260869565,0.0,0.0,0.0,1.3043478260869565,1.3043478260869565,0.0,0.0,1.3043478260869565,0.0,0.0,39.130434782608695,0.0,2.608695652173913,0.0,0.0,0.0,0.0,0.0,2.608695652173913,0.0,1.3043478260869565,2.608695652173913,MAR,Midfielder,Pro League,Domestic leagues
Bilal El Khannouss,Bilal El Khannouss__23/24,25000000,19,2023,37,3057,82.62162162162163,7.44,78.8,66.3,26.6,0.2649656526005888,0.3225806451612903,0.04838709677419355,0.08832188420019627,0.17664376840039253,1.8253189401373895,0.5888125613346418,0.029440628066732092,2.590775269872424,0.38272816486751715,1.2070657507360156,40.56918547595682,4.003925417075564,1.7075564278704611,0.11776251226692837,0.2649656526005888,0.0,0.0,0.7065750736015701,1.9725220804710502,0.38272816486751715,0.647693817468106,0.9126594700686947,MAR,Midfielder,Pro League,Domestic leagues
Bilal El Khannouss,Bilal El Khannouss__22/23,11000000,18,2022,39,2552,65.43589743589743,6.87,77.3,68.6,21.2,0.2115987460815047,0.2916666666666667,0.020833333333333332,0.03526645768025078,0.17633228840125392,1.6927899686520376,0.493730407523511,0.0,1.3753918495297806,0.28213166144200624,1.4106583072100314,38.22884012539185,4.161442006269592,0.2468652037617555,0.0,0.14106583072100312,0.03526645768025078,0.0,0.8463949843260188,1.9043887147335423,0.31739811912225707,0.5642633228840125,0.8463949843260188,MAR,Midfielder,Pro League,Domestic leagues
Bilal El Khannouss,Bilal El Khannouss__21/22,100000,17,2021,1,17,17.0,7.0,80.0,,50.0,0.0,1.0,0.0,0.0,0.0,5.294117647058823,5.294117647058823,0.0,0.0,0.0,0.0,21.176470588235293,,5.294117647058823,0.0,0.0,0.0,0.0,5.294117647058823,5.294117647058823,0.0,0.0,,MAR,Midfielder,Pro League,Domestic leagues
Bilal El Khannouss,Bilal El Khannouss__23/24,25000000,19,2023,8,629,78.625,7.31,80.7,65.6,30.2,0.2861685214626391,0.3076923076923077,0.0,0.0,0.2861685214626391,1.8600953895071541,0.5723370429252782,0.0,3.577106518282989,0.5723370429252782,0.4292527821939587,40.77901430842607,3.0047694753577106,1.8600953895071541,0.14308426073131955,0.2861685214626391,0.0,0.0,0.7154213036565977,1.573926868044515,0.4292527821939587,0.5723370429252782,0.5723370429252782,MAR,Midfielder,UEFA Conference League,International competitions
