player,player_season_group,market_value_eur,age,season_start_year,matches_played,minutes_played,minutes_per_match,average_rating,pass_accuracy_percent,long_ball_accuracy_percent,cross_accuracy_percent,goal_contributions_per90,shot_accuracy,goals_per_shot,goals_per90,assists_per90,total_shots_per90,shots_on_target_per90,big_chances_missed_per90,key_passes_per90,big_chances_created_per90,successful_dribbles_per90,accurate_passes_per90,accurate_long_balls_per90,accurate_crosses_per90,clearances_per90,yellow_cards_per90,red_cards_per90,errors_leading_to_goal_per90,dribbled_past_per90,tackles_per90,interceptions_per90,blocked_shots_per90,aerial_duels_won_per90,nationality,position,league,competition_category
Bilal El Khannouss,Bilal El Khannouss__23/24,25000000,19,2023,2,129,64.5,6.8,83.6,100.0,,0.0,0.5,0.0,0.0,0.0,1.3953488372093024,0.6976744186046512,0.0,0.6976744186046512,0.0,0.6976744186046512,32.093023255813954,4.186046511627907,,0.0,0.0,0.0,0.0,2.7906976744186047,2.0930232558139537,0.0,0.6976744186046512,,MAR,Midfielder,UEFA Champions League,International competitions
Boubacar Traore,Boubacar Traore__23/24,6000000,22,2023,24,840,35.0,6.57,81.4,55.6,,0.0,0.09090909090909091,0.0,0.0,0.0,1.1785714285714286,0.10714285714285714,0.0,0.6428571428571429,0.0,1.0714285714285714,12.642857142857142,0.5357142857142857,0.0,0.0,0.42857142857142855,0.0,0.0,1.2857142857142858,3.75,0.5357142857142857,0.42857142857142855,0.6428571428571429,MLI,Midfielder,Premier League,Domestic leagues
Boubacar Traore,Boubacar Traore__22/23,5000000,21,2022,10,416,41.6,6.59,,,,0.21634615384615385,0.0,0.0,0.0,0.21634615384615385,0.6490384615384616,0.0,0.0,0.21634615384615385,0.21634615384615385,0.8653846153846154,,,,0.0,0.4326923076923077,0.0,0.0,0.8653846153846154,2.5961538461538463,1.5144230769230769,0.0,1.5144230769230769,MLI,Midfielder,Premier League,Domestic leagues
Boubacar Traore,Boubacar Traore__24/25,5000000,23,2024,2,79,39.5,,2.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,2.278481012658228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,MLI,Midfielder,"Premier League 2, Division 1",Domestic leagues
Boubacar Traore,Boubacar Traore__22/23,1800000,21,2022,3,270,90.0,6.9,84.3,45.5,,0.0,0.25,0.0,0.0,0.0,1.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,1.0,32.333333333333336,1.6666666666666667,,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,3.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,MLI,Midfielder,Ligue 2,Domestic leagues
Boubacar Traore,Boubacar Traore__21/22,1200000,20,2021,27,1721,63.74074074074074,6.71,83.1,64.3,,0.10459035444509006,0.22727272727272727,0.045454545454545456,0.05229517722254503,0.05229517722254503,1.1504938988959907,0.26147588611272515,0.0,0.8367228355607205,0.1568855316676351,1.464264962231261,31.69087739686229,2.8239395700174317,0.0,0.20918070889018012,0.41836141778036023,0.05229517722254503,0.0,1.516560139453806,2.2486926205694364,1.3073794305636257,0.1568855316676351,0.8890180127832655,MLI,Midfielder,Ligue 1,Domestic leagues
Boubacar Traore,Boubacar Traore__20/21,150000,19,2020,2,52,26.0,6.8,77.3,33.3,,1.7307692307692308,0.5,0.5,1.7307692307692308,0.0,3.4615384615384617,1.7307692307692308,0.0,0.0,0.0,0.0,58.84615384615385,1.7307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,5.1923076923076925,0.0,1.7307692307692308,,MLI,Midfielder,Ligue 1,Domestic leagues
Bryan Mbeumo,Bryan Mbeumo__24/25,55000000,25,2024,38,3415,89.86842105263158,7.47,73.9,51.7,24.3,0.7115666178623719,0.4823529411764706,0.23529411764705882,0.527086383601757,0.18448023426061494,2.240117130307467,1.0805270863836018,0.23718887262079064,1.8448023426061493,0.4480234260614934,1.3704245973645681,21.267935578330892,0.7906295754026355,1.2913616398243046,0.2108345534407028,0.07906295754026355,0.0,0.02635431918008785,0.3689604685212299,1.2913616398243046,0.3689604685212299,0.5534407027818448,0.9224011713030746,CMR,Midfielder,Premier League,Domestic leagues
Bryan Mbeumo,Bryan Mbeumo__23/24,40000000,24,2023,25,1959,78.36,7.27,72.3,50.0,31.5,0.6891271056661562,0.37735849056603776,0.16981132075471697,0.41347626339969373,0.27565084226646247,2.434915773353752,0.9188361408882083,0.41347626339969373,1.4701378254211332,0.27565084226646247,1.1944869831546707,21.592649310872893,0.781010719754977,1.332312404287902,0.18376722817764166,0.09188361408882083,0.0,0.0,0.6431852986217458,0.6891271056661562,0.3215926493108729,0.5053598774885145,1.0566615620214395,CMR,Midfielder,Premier League,Domestic leagues
Bryan Mbeumo,Bryan Mbeumo__22/23,35000000,23,2022,38,2929,77.07894736842105,7.09,73.7,58.8,26.3,0.5223625810856948,0.4647887323943662,0.1267605633802817,0.27654489586889724,0.24581768521679753,2.181631956299078,1.0139979515192898,0.3379993171730966,1.6285421645612836,0.4301809491293957,1.3827244793444862,18.313417548651415,0.9218163195629908,1.2598156367360873,0.03072721065209969,0.15363605326049845,0.0,0.0,1.0447251621713896,0.798907476954592,0.399453738477296,0.3687265278251963,1.0754523728234893,CMR,Midfielder,Premier League,Domestic leagues
Bryan Mbeumo,Bryan Mbeumo__21/22,22000000,22,2021,35,2915,83.28571428571429,6.87,69.0,49.0,22.7,0.33962264150943394,0.2857142857142857,0.05194805194805195,0.1234991423670669,0.21612349914236706,2.3773584905660377,0.6792452830188679,0.27787307032590053,1.0497427101200687,0.1234991423670669,1.2041166380789021,15.560891938250428,0.7409948542024014,0.5248713550600344,0.1234991423670669,0.1234991423670669,0.0,0.0,0.4322469982847341,0.8644939965694682,0.33962264150943394,0.5557461406518011,0.8953687821612349,CMR,Midfielder,Premier League,Domestic leagues
Bryan Mbeumo,Bryan Mbeumo__20/21,16000000,21,2020,47,3303,70.27659574468085,7.01,75.1,61.4,34.1,0.4904632152588556,0.2898550724637681,0.11594202898550725,0.21798365122615804,0.2724795640326976,1.880108991825613,0.5449591280653951,0.2997275204359673,1.5803814713896458,0.2724795640326976,0.9809264305177112,16.294277929155314,0.9536784741144414,1.2806539509536785,0.1362397820163488,0.08174386920980926,0.0,0.027247956403269755,0.5994550408719346,1.0899182561307903,0.7356948228882834,0.4904632152588556,1.1444141689373297,CMR,Midfielder,Championship,Domestic leagues
Bryan Mbeumo,Bryan Mbeumo__19/20,8000000,20,2019,45,3163,70.28888888888889,7.11,75.8,55.2,20.7,0.6544419854568447,0.40229885057471265,0.1839080459770115,0.45526398988302247,0.19917799557382232,2.4754979449889345,0.9958899778691116,0.14226999683844452,1.0812519759721784,0.11381599747075562,1.2519759721783117,21.881125513752767,1.0527979766044895,0.3414479924122668,0.05690799873537781,0.0853619981030667,0.0,0.0,0.6544419854568447,1.166613974075245,0.3414479924122668,0.5406259879860892,0.7113499841922226,CMR,Midfielder,Championship,Domestic leagues
Bryan Mbeumo,Bryan Mbeumo__18/19,3500000,19,2018,35,2443,69.8,6.8,70.5,54.5,21.4,0.4789193614408514,0.3870967741935484,0.16129032258064516,0.3683995088006549,0.11051985264019648,2.2840769545640605,0.8841588211215718,0.07367990176013099,0.6999590667212444,0.14735980352026198,1.5472779369627507,20.26197298403602,0.8841588211215718,0.33155955792058944,0.14735980352026198,0.22103970528039296,0.0,0.0,0.8104789193614409,0.9946786737617683,0.4789193614408514,0.40523945968072045,1.5104379860826853,CMR,Midfielder,Ligue 2,Domestic leagues
Bryan Mbeumo,Bryan Mbeumo__18/19,900000,19,2018,1,105,105.0,6.8,76.7,100.0,,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.8571428571428571,0.0,0.0,3.4285714285714284,19.714285714285715,1.7142857142857142,,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,1.7142857142857142,CMR,Midfielder,Ligue 1,Domestic leagues
Bryan Mbeumo,Bryan Mbeumo__17/18,300000,18,2017,4,60,15.0,6.5,55.6,,,0.0,0.3333333333333333,0.0,0.0,0.0,4.5,1.5,0.0,0.0,0.0,1.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,1.5,4.5,CMR,Midfielder,Ligue 1,Domestic leagues
Calvin Bassey,Calvin Bassey__24/25,25000000,25,2024,35,3074,87.82857142857142,6.83,90.1,48.6,12.5,0.029277813923227064,0.2857142857142857,0.07142857142857142,0.029277813923227064,0.0,0.4098893949251789,0.11711125569290826,0.029277813923227064,0.08783344176968119,0.0,0.439167208848406,56.38906961613533,2.605725439167209,0.029277813923227064,0.14638906961613532,0.20494469746258945,0.0,0.029277813923227064,0.2635003253090436,1.5810019518542615,0.5855562784645413,0.14638906961613532,1.288223812621991,NGR,Defender,Premier League,Domestic leagues
Calvin Bassey,Calvin Bassey__23/24,16000000,24,2023,29,2301,79.34482758620689,6.75,86.2,43.2,,0.03911342894393742,0.4,0.2,0.03911342894393742,0.0,0.19556714471968709,0.07822685788787484,0.0,0.03911342894393742,0.0,0.4302477183833116,56.20599739243807,3.246414602346806,0.0,0.23468057366362452,0.19556714471968709,0.03911342894393742,0.03911342894393742,0.31290743155149936,1.9165580182529336,1.0951760104302477,0.03911342894393742,1.1734028683181226,NGR,Defender,Premier League,Domestic leagues
Calvin Bassey,Calvin Bassey__22/23,16000000,23,2022,25,1807,72.28,7.07,89.0,60.6,21.2,0.1992252351964582,0.42857142857142855,0.14285714285714285,0.04980630879911455,0.14941892639734367,0.3486441615938019,0.14941892639734367,0.0996126175982291,0.5478693967902601,0.1992252351964582,0.448256779192031,65.24626452684006,2.8389596015495298,0.3486441615938019,0.24903154399557278,0.0,0.0,0.0,0.3486441615938019,1.9922523519645823,1.1455451023796348,0.04980630879911455,1.793027116768124,NGR,Defender,Eredivisie,Domestic leagues
Calvin Bassey,Calvin Bassey__21/22,18000000,22,2021,29,2579,88.93103448275862,6.97,86.3,43.2,20.7,0.10469174098487787,0.16666666666666666,0.0,0.0,0.10469174098487787,0.41876696393951146,0.06979449398991858,0.0,0.8026366808840636,0.03489724699495929,0.48856145792943,52.9740209383482,2.3381155486622722,0.6630476929042265,0.45366421093447074,0.13958898797983715,0.0,0.03489724699495929,0.13958898797983715,1.5005816207832494,0.6630476929042265,0.17448623497479643,1.7797595967429236,NGR,Defender,Scottish Premiership,Domestic leagues
Calvin Bassey,Calvin Bassey__20/21,400000,21,2020,8,393,49.125,6.85,77.5,21.7,23.8,0.0,0.4,0.0,0.0,0.0,1.1450381679389312,0.4580152671755725,0.22900763358778625,0.6870229007633588,0.22900763358778625,1.1450381679389312,43.282442748091604,1.1450381679389312,1.1450381679389312,0.4580152671755725,0.0,0.0,0.0,0.6870229007633588,2.9770992366412212,1.6030534351145038,0.22900763358778625,3.435114503816794,NGR,Defender,Scottish Premiership,Domestic leagues
Calvin Bassey,Calvin Bassey__22/23,16000000,23,2022,2,180,90.0,6.75,91.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,95.5,1.0,0.0,0.5,0.5,0.0,0.0,0.5,1.5,1.0,0.0,3.0,NGR,Defender,UEFA Europa League,International competitions
Calvin Bassey,Calvin Bassey__21/22,18000000,22,2021,14,1175,83.92857142857143,6.9,83.0,36.0,11.1,0.0,0.0,0.0,0.0,0.0,0.15319148936170213,0.0,0.0,0.2297872340425532,0.15319148936170213,0.8425531914893617,40.136170212765954,2.068085106382979,0.07659574468085106,0.15319148936170213,0.07659574468085106,0.0,0.0,0.2297872340425532,1.7617021276595746,1.5319148936170213,0.07659574468085106,0.8425531914893617,NGR,Defender,UEFA Europa League,International competitions
Calvin Bassey,Calvin Bassey__20/21,400000,21,2020,3,58,19.333333333333332,6.8,60.0,16.7,,0.0,,,0.0,0.0,,,0.0,1.5517241379310345,0.0,1.5517241379310345,27.93103448275862,1.5517241379310345,0.0,0.0,1.5517241379310345,0.0,0.0,0.0,4.655172413793103,0.0,,1.5517241379310345,NGR,Defender,UEFA Europa League,International competitions
Calvin Bassey,Calvin Bassey__22/23,16000000,23,2022,6,540,90.0,6.83,89.0,40.6,100.0,0.3333333333333333,,,0.0,0.3333333333333333,,,0.0,0.3333333333333333,0.16666666666666666,0.8333333333333334,63.333333333333336,2.1666666666666665,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.6666666666666666,2.3333333333333335,1.1666666666666667,,1.0,NGR,Defender,UEFA Champions League,International competitions
Chadi Riad,Chadi Riad__24/25,15000000,21,2024,1,90,90.0,6.7,85.4,50.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,70.0,5.0,,0.0,0.0,0.0,0.0,1.0,5.0,2.0,,2.0,MAR,Defender,Premier League,Domestic leagues
Chadi Riad,Chadi Riad__23/24,15000000,20,2023,26,2164,83.23076923076923,6.8,89.7,29.5,,0.0,0.45454545454545453,0.0,0.0,0.0,0.45748613678373384,0.20794824399260628,0.0,0.08317929759704251,0.0,0.0,44.584103512014785,1.1645101663585953,,0.16635859519408502,0.041589648798521256,0.0,0.0,0.41589648798521256,1.455637707948244,0.9565619223659889,0.041589648798521256,1.8299445471349354,MAR,Defender,LaLiga,Domestic leagues
Chadi Riad,Chadi Riad__23/24,15000000,20,2023,2,180,90.0,6.65,90.7,25.0,,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,58.5,0.5,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.5,MAR,Defender,UEFA Conference League,International competitions
Chadi Riad,Chadi Riad__22/23,500000,19,2022,1,90,90.0,6.9,97.2,75.0,,0.0,,,0.0,0.0,,,0.0,1.0,0.0,0.0,104.0,6.0,,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,1.0,MAR,Defender,UEFA Youth League,International competitions
Cheick Doucoure,Cheick Doucoure__24/25,25000000,24,2024,13,462,35.53846153846154,6.63,85.7,61.5,,0.0,0.0,0.0,0.0,0.0,1.3636363636363635,0.0,0.0,0.19480519480519481,0.0,0.38961038961038963,33.896103896103895,1.5584415584415585,0.0,0.0,0.19480519480519481,0.0,0.0,1.1688311688311688,3.116883116883117,2.142857142857143,0.974025974025974,0.974025974025974,MLI,Midfielder,Premier League,Domestic leagues
Cheick Doucoure,Cheick Doucoure__23/24,35000000,23,2023,11,921,83.72727272727273,7.05,87.2,50.0,,0.0,0.3333333333333333,0.0,0.0,0.0,0.5863192182410424,0.19543973941368079,0.0,0.9771986970684039,0.09771986970684039,0.9771986970684039,35.86319218241042,0.7817589576547231,0.0,0.2931596091205212,0.19543973941368079,0.0,0.0,1.1726384364820848,3.3224755700325734,1.9543973941368078,0.19543973941368079,0.48859934853420195,MLI,Midfielder,Premier League,Domestic leagues
Cheick Doucoure,Cheick Doucoure__22/23,30000000,22,2022,34,2784,81.88235294117646,6.97,83.6,55.1,33.3,0.09698275862068965,0.19444444444444445,0.0,0.0,0.09698275862068965,1.1637931034482758,0.22629310344827586,0.0,0.8405172413793104,0.09698275862068965,0.4849137931034483,33.491379310344826,1.584051724137931,0.06465517241379311,0.12931034482758622,0.3232758620689655,0.032327586206896554,0.0,0.7435344827586207,2.4892241379310347,1.8103448275862069,0.3879310344827586,0.9698275862068966,MLI,Midfielder,Premier League,Domestic leagues
Cheick Doucoure,Cheick Doucoure__21/22,9000000,21,2021,34,2948,86.70588235294117,7.07,87.5,67.8,,0.15264586160108548,0.3548387096774194,0.03225806451612903,0.030529172320217096,0.12211668928086838,0.94640434192673,0.3358208955223881,0.0,1.2516960651289009,0.15264586160108548,0.7021709633649932,50.556309362279514,2.4423337856173677,0.0,0.15264586160108548,0.21370420624151967,0.030529172320217096,0.0,1.3432835820895523,2.2896879240162824,2.0759837177747626,0.3358208955223881,0.6716417910447762,MLI,Midfielder,Ligue 1,Domestic leagues
Cheick Doucoure,Cheick Doucoure__20/21,3500000,20,2020,33,2632,79.75757575757575,7.02,86.6,69.7,,0.10258358662613981,0.14285714285714285,0.05714285714285714,0.06838905775075987,0.03419452887537994,1.196808510638298,0.17097264437689969,0.0,0.8890577507598785,0.03419452887537994,1.2993920972644377,42.70896656534954,3.1458966565349544,0.0,0.10258358662613981,0.2735562310030395,0.0,0.0,1.128419452887538,2.9749240121580547,1.778115501519757,0.4787234042553192,0.9232522796352584,MLI,Midfielder,Ligue 1,Domestic leagues
Cheick Doucoure,Cheick Doucoure__19/20,2000000,19,2019,21,1686,80.28571428571429,7.0,85.3,60.5,11.1,0.10676156583629894,0.11764705882352941,0.058823529411764705,0.05338078291814947,0.05338078291814947,0.9074733096085409,0.10676156583629894,0.05338078291814947,0.5871886120996441,0.10676156583629894,0.9608540925266904,46.70818505338078,3.683274021352313,0.05338078291814947,0.42704626334519574,0.1601423487544484,0.0,0.0,0.693950177935943,2.6156583629893237,1.9217081850533808,0.21352313167259787,1.0142348754448398,MLI,Midfielder,Ligue 2,Domestic leagues
Cheick Doucoure,Cheick Doucoure__18/19,1500000,18,2018,27,2014,74.5925925925926,6.88,83.2,70.1,,0.17874875868917578,0.19047619047619047,0.09523809523809523,0.08937437934458789,0.08937437934458789,0.9384309831181727,0.17874875868917578,0.044687189672293945,0.759682224428997,0.044687189672293945,1.2959285004965244,38.386295928500495,3.977159880834161,0.0,0.3128103277060576,0.17874875868917578,0.0,0.044687189672293945,1.2959285004965244,3.038728897715988,1.9662363455809335,0.2234359483614697,0.759682224428997,MLI,Midfielder,Ligue 2,Domestic leagues
Dango Ouattara,Dango Ouattara__24/25,28000000,22,2024,32,2012,62.875,7.09,65.9,24.3,19.3,0.49204771371769385,0.3225806451612903,0.11290322580645161,0.31312127236580517,0.17892644135188868,2.7733598409542743,0.8946322067594433,0.536779324055666,1.565606361829026,0.44731610337972166,1.7445328031809144,14.582504970178926,0.4025844930417495,0.7604373757455268,0.08946322067594434,0.1341948310139165,0.0,0.0,1.073558648111332,1.565606361829026,0.49204771371769385,0.6262425447316103,2.05765407554672,BUR,Forward,Premier League,Domestic leagues
Dango Ouattara,Dango Ouattara__23/24,25000000,21,2023,30,1234,41.13333333333333,6.88,67.6,37.0,22.2,0.2188006482982172,0.23333333333333334,0.03333333333333333,0.07293354943273905,0.1458670988654781,2.1880064829821717,0.5105348460291734,0.1458670988654781,1.239870340356564,0.07293354943273905,1.5316045380875203,22.098865478119937,1.239870340356564,0.5834683954619124,0.1458670988654781,0.2188006482982172,0.0,0.0,1.0940032414910859,3.282009724473258,1.6045380875202593,0.7293354943273906,2.552674230145867,BUR,Forward,Premier League,Domestic leagues
Dango Ouattara,Dango Ouattara__22/23,20000000,20,2022,19,1244,65.47368421052632,6.76,65.8,40.0,33.3,0.28938906752411575,0.19230769230769232,0.038461538461538464,0.07234726688102894,0.2170418006430868,1.8810289389067525,0.3617363344051447,0.2170418006430868,1.302250803858521,0.28938906752411575,2.242765273311897,14.035369774919614,0.7234726688102894,0.7234726688102894,0.07234726688102894,0.07234726688102894,0.0,0.0,1.3745980707395498,2.0257234726688105,0.9405144694533762,0.5787781350482315,2.170418006430868,BUR,Forward,Premier League,Domestic leagues
Dango Ouattara,Dango Ouattara__22/23,10000000,20,2022,18,1552,86.22222222222223,7.29,63.9,44.4,9.1,0.6378865979381443,0.3269230769230769,0.11538461538461539,0.3479381443298969,0.28994845360824745,3.015463917525773,0.9858247422680413,0.28994845360824745,1.333762886597938,0.3479381443298969,1.6237113402061856,14.903350515463918,0.4639175257731959,0.17396907216494845,0.11597938144329897,0.11597938144329897,0.05798969072164949,0.0,0.7538659793814433,2.377577319587629,1.1018041237113403,0.9278350515463918,2.26159793814433,BUR,Forward,Ligue 1,Domestic leagues
Dango Ouattara,Dango Ouattara__21/22,500000,19,2021,25,832,33.28,6.73,65.3,55.0,,0.3245192307692308,0.3333333333333333,0.041666666666666664,0.10817307692307693,0.21634615384615385,2.5961538461538463,0.8653846153846154,0.10817307692307693,0.8653846153846154,0.21634615384615385,0.9735576923076923,17.740384615384617,1.1899038461538463,0.0,0.10817307692307693,0.4326923076923077,0.0,0.10817307692307693,1.2980769230769231,2.2716346153846154,1.5144230769230769,0.5408653846153846,2.2716346153846154,BUR,Forward,Ligue 1,Domestic leagues
David Datro Fofana,David Datro Fofana__24/25,8500000,22,2024,9,282,31.333333333333332,6.63,70.2,,,0.6382978723404256,0.8,0.4,0.6382978723404256,0.0,1.5957446808510638,1.2765957446808511,0.3191489361702128,0.9574468085106383,0.0,1.9148936170212767,12.76595744680851,0.0,0.0,0.0,0.3191489361702128,0.0,0.0,0.3191489361702128,0.3191489361702128,0.3191489361702128,0.0,3.1914893617021276,CIV,Forward,Trendyol Süper Lig,Domestic leagues
David Datro Fofana,David Datro Fofana__23/24,12000000,21,2023,15,901,60.06666666666667,6.76,69.0,80.0,33.3,0.49944506104328523,0.5263157894736842,0.21052631578947367,0.3995560488346282,0.09988901220865705,1.8978912319644838,0.9988901220865705,0.49944506104328523,0.7991120976692564,0.29966703662597116,1.4983351831298557,11.587125416204218,0.3995560488346282,0.09988901220865705,0.0,0.09988901220865705,0.0,0.0,0.29966703662597116,0.9988901220865705,0.09988901220865705,0.1997780244173141,1.2985571587125415,CIV,Forward,Premier League,Domestic leagues
David Datro Fofana,David Datro Fofana__22/23,10000000,20,2022,3,68,22.666666666666668,6.83,87.5,100.0,,0.0,0.6666666666666666,0.0,0.0,0.0,3.9705882352941178,2.6470588235294117,0.0,3.9705882352941178,0.0,6.617647058823529,9.264705882352942,1.3235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,3.9705882352941178,0.0,0.0,,CIV,Forward,Premier League,Domestic leagues
David Datro Fofana,David Datro Fofana__23/24,8000000,21,2023,12,687,57.25,6.58,73.4,83.3,27.3,0.13100436681222707,0.5,0.038461538461538464,0.13100436681222707,0.0,3.406113537117904,1.703056768558952,0.9170305676855895,0.6550218340611353,0.0,2.489082969432314,13.362445414847162,0.6550218340611353,0.3930131004366812,0.0,0.0,0.0,0.0,0.6550218340611353,1.3100436681222707,0.0,0.6550218340611353,1.3100436681222707,CIV,Forward,Bundesliga,Domestic leagues
David Datro Fofana,David Datro Fofana__2022,7000000,20,2022,24,1689,70.375,7.1,76.9,68.2,10.0,0.9591474245115453,0.527027027027027,0.20270270270270271,0.7992895204262878,0.15985790408525755,3.9431616341030193,2.0781527531083483,0.7460035523978685,1.1722912966252221,0.42628774422735344,2.7708703374777977,14.227353463587923,0.7992895204262878,0.05328596802841918,0.0,0.10657193605683836,0.0,0.0,0.37300177619893427,0.7992895204262878,0.21314387211367672,0.5861456483126111,0.6394316163410302,CIV,Forward,Eliteserien,Domestic leagues
David Datro Fofana,David Datro Fofana__2021,400000,19,2021,18,310,17.22222222222222,6.58,66.0,66.7,,0.0,0.42857142857142855,0.0,0.0,0.0,4.064516129032258,1.7419354838709677,0.2903225806451613,0.2903225806451613,0.2903225806451613,6.096774193548387,9.0,0.5806451612903226,,0.0,0.0,0.0,0.0,1.4516129032258065,2.3225806451612905,0.2903225806451613,0.2903225806451613,2.3225806451612905,CIV,Forward,Eliteserien,Domestic leagues
David Datro Fofana,David Datro Fofana__23/24,12000000,21,2023,4,198,49.5,7.0,72.7,,,0.45454545454545453,0.5,0.125,0.45454545454545453,0.0,3.6363636363636362,1.8181818181818181,0.45454545454545453,2.272727272727273,0.0,2.272727272727273,10.909090909090908,,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,3.6363636363636362,CIV,Forward,UEFA Champions League,International competitions
David Datro Fofana,David Datro Fofana__22/23,10000000,20,2022,6,344,57.333333333333336,6.47,65.5,66.7,,0.5232558139534884,0.5,0.25,0.5232558139534884,0.0,2.0930232558139537,1.0465116279069768,0.7848837209302325,0.5232558139534884,0.0,4.4476744186046515,9.94186046511628,0.5232558139534884,0.0,0.0,0.5232558139534884,0.2616279069767442,0.0,0.2616279069767442,0.0,0.0,0.5232558139534884,0.5232558139534884,CIV,Forward,UEFA Conference League,International competitions
David Datro Fofana,David Datro Fofana__20/21,400000,18,2020,3,70,23.333333333333332,6.4,73.3,100.0,,1.2857142857142858,0.6666666666666666,0.3333333333333333,1.2857142857142858,0.0,3.857142857142857,2.5714285714285716,1.2857142857142858,2.5714285714285716,0.0,1.2857142857142858,14.142857142857142,1.2857142857142858,,0.0,0.0,0.0,0.0,1.2857142857142858,0.0,1.2857142857142858,1.2857142857142858,,CIV,Forward,UEFA Europa League,International competitions
Diallo Amad,Diallo Amad__24/25,45000000,22,2024,26,1908,73.38461538461539,7.42,85.9,48.1,45.2,0.660377358490566,0.3617021276595745,0.1702127659574468,0.37735849056603776,0.2830188679245283,2.2169811320754715,0.8018867924528302,0.04716981132075472,2.311320754716981,0.330188679245283,1.9339622641509433,34.62264150943396,0.6132075471698113,0.8962264150943396,0.2358490566037736,0.2358490566037736,0.0,0.0,0.6132075471698113,1.7924528301886793,0.5188679245283019,0.9433962264150944,0.4716981132075472,CIV,Midfielder,Premier League,Domestic leagues
Diallo Amad,Diallo Amad__23/24,18000000,21,2023,9,388,43.111111111111114,6.94,88.0,75.0,,0.4639175257731959,0.4,0.1,0.23195876288659795,0.23195876288659795,2.3195876288659796,0.9278350515463918,0.0,2.3195876288659796,0.23195876288659795,2.551546391752577,34.097938144329895,0.6958762886597938,0.0,0.0,0.23195876288659795,0.0,0.0,0.9278350515463918,2.3195876288659796,0.23195876288659795,0.6958762886597938,0.9278350515463918,CIV,Midfielder,Premier League,Domestic leagues
Diallo Amad,Diallo Amad__20/21,18000000,18,2020,3,172,57.333333333333336,6.6,82.5,40.0,,0.5232558139534884,1.0,0.0,0.0,0.5232558139534884,0.5232558139534884,0.5232558139534884,0.0,1.0465116279069768,0.5232558139534884,2.616279069767442,27.209302325581394,1.0465116279069768,,0.0,0.0,0.0,0.0,0.0,1.569767441860465,0.0,0.0,0.5232558139534884,CIV,Midfielder,Premier League,Domestic leagues
Diallo Amad,Diallo Amad__22/23,13000000,20,2022,39,2765,70.8974358974359,7.0,86.0,78.5,16.7,0.5533453887884268,0.4,0.18666666666666668,0.45569620253164556,0.09764918625678119,2.4412296564195297,0.976491862567812,0.19529837251356238,1.3670886075949367,0.1301989150090416,2.4737793851717904,39.2875226039783,2.0180831826401446,0.162748643761302,0.09764918625678119,0.1301989150090416,0.0,0.0,0.6184448462929476,1.139240506329114,0.9113924050632911,0.7486437613019892,0.45569620253164556,CIV,Midfielder,Championship,Domestic leagues
Diallo Amad,Diallo Amad__21/22,18000000,19,2021,10,349,34.9,6.63,87.4,87.5,50.0,0.7736389684813754,0.3333333333333333,0.2,0.7736389684813754,0.0,3.8681948424068766,1.2893982808022924,1.0315186246418337,1.8051575931232091,0.0,2.5787965616045847,35.845272206303726,1.8051575931232091,0.7736389684813754,0.0,0.25787965616045844,0.0,0.0,0.5157593123209169,1.0315186246418337,0.7736389684813754,1.0315186246418337,0.25787965616045844,CIV,Midfielder,Scottish Premiership,Domestic leagues
Diallo Amad,Diallo Amad__20/21,15000000,18,2020,1,13,13.0,6.5,90.0,100.0,,0.0,0.0,0.0,0.0,0.0,6.923076923076923,0.0,0.0,6.923076923076923,0.0,0.0,62.30769230769231,6.923076923076923,,0.0,6.923076923076923,0.0,0.0,0.0,0.0,0.0,6.923076923076923,6.923076923076923,CIV,Midfielder,Serie A,Domestic leagues
Diallo Amad,Diallo Amad__19/20,15000000,17,2019,3,30,10.0,6.95,72.2,,,3.0,1.0,1.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,39.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,CIV,Midfielder,Serie A,Domestic leagues
